date,open,close,high,low,volume,amount
2021-04-26,5156.5941,5077.2372,5181.1066,5072.9585,15138196700,325760384278.3000
2021-04-27,5076.6415,5090.5195,5095.9842,5042.6099,12396183700,254738009833.6000
2021-04-28,5073.9728,5119.2421,5119.4455,5059.2628,12062031800,272182521893.2000
2021-04-29,5128.2795,5164.1692,5170.5852,5113.6484,14009248000,294112454366.3000
2021-04-30,5156.3557,5123.4890,5163.2517,5094.9285,16012162100,315075102884.9000
2021-05-06,5098.8006,5061.1244,5132.8986,5037.4083,15882263000,323258264641.5000
2021-05-07,5073.4554,4996.0527,5093.7471,4996.0370,17225832100,304638402155.0000
2021-05-10,5001.4371,4992.4220,5019.3927,4953.6965,17082058500,282656808853.4000
2021-05-11,4956.0794,5023.0595,5033.4938,4925.9152,15152649700,270931616512.9000
2021-05-12,5003.8171,5044.5481,5051.1682,4995.4048,12661908600,228344006493.0000
2021-05-13,4992.3519,4992.9738,5022.0836,4975.4462,13227940600,237821404345.3000
2021-05-14,5007.6286,5110.5901,5112.9838,4981.2948,15942618000,318802786822.9000
2021-05-17,5115.3063,5184.9853,5206.6947,5115.3063,15388963400,335439913424.1000
2021-05-18,5190.9345,5187.6013,5201.6721,5156.7924,11840426100,238182265921.9000
2021-05-19,5173.1666,5172.2720,5193.5574,5151.6392,11872998300,250736278155.8000
2021-05-20,5167.0546,5186.4120,5201.5935,5152.0358,13845477500,277088462047.3000
2021-05-21,5199.1285,5134.1483,5216.1615,5123.1171,12476848500,268053627530.6000
2021-05-24,5138.8149,5155.5875,5155.5875,5092.3894,12674233600,278513133226.0000
2021-05-25,5165.0361,5318.4780,5324.3609,5161.5238,18299683900,404683305641.1000
2021-05-26,5326.1169,5320.5927,5344.2837,5308.7389,16960709600,346444644792.8000
2021-05-27,5311.3726,5338.2329,5378.4764,5286.0500,14846285500,311893705935.1000
2021-05-28,5338.7278,5321.0886,5360.2774,5288.6515,16460580600,330711896344.2000
2021-05-31,5318.0825,5331.5696,5331.6294,5281.6851,14460326900,321450798233.5000
2021-06-01,5320.4745,5341.6798,5343.7529,5269.2590,14383147400,321845842153.4000
2021-06-02,5348.3440,5289.9736,5352.6404,5266.7852,13775431900,296176177153.5000
2021-06-03,5285.7098,5255.2855,5314.3691,5255.0719,14196887800,285448632488.9000
2021-06-04,5228.2761,5282.2772,5334.4899,5221.2291,14473208700,292326048775.5000
2021-06-07,5284.8907,5277.6271,5286.8424,5242.9481,12770497100,280463260583.2000
2021-06-08,5276.9711,5232.1165,5319.0406,5201.1404,13055953200,304042218266.2000
2021-06-09,5224.9496,5236.4493,5253.3555,5215.3506,12182032100,255075448703.0000
2021-06-10,5236.4691,5271.4661,5299.5299,5229.5182,13899196700,301454334609.8000
2021-06-11,5275.7456,5224.7030,5276.1039,5213.5991,18080717300,365363494541.8000
2021-06-15,5218.5648,5166.5597,5225.5021,5137.4090,14288005800,330616618621.5000
2021-06-16,5163.2493,5080.4909,5164.5192,5076.0222,12514798500,298286772933.4000
2021-06-17,5074.3839,5101.8924,5123.3651,5073.8211,12045251800,281927280723.3000
2021-06-18,5104.9297,5102.4657,5128.0309,5064.9208,14858580500,356697096115.9000
2021-06-21,5088.0893,5090.3854,5123.7827,5058.5699,13218451600,331527114639.0000
2021-06-22,5106.0743,5122.1583,5125.8186,5086.2776,13041675300,313690367125.4000
2021-06-23,5127.1910,5147.3938,5171.0330,5109.7571,13635605800,358765666329.7000
2021-06-24,5156.5638,5155.9738,5160.4346,5120.5844,12668562500,312607422609.3000
2021-06-25,5159.8017,5239.9684,5251.6076,5157.4758,15493106100,368265641241.1000
2021-06-28,5253.6081,5251.7604,5260.6372,5226.2201,13319378300,337452771675.6000
2021-06-29,5248.5249,5190.5445,5248.5249,5182.6771,12516299700,314896843024.3000
2021-06-30,5189.3797,5224.0410,5231.4262,5186.6250,10375267100,281015504940.5000
2021-07-01,5241.2039,5229.6642,5252.2642,5190.8762,12724062000,324097400267.5000
2021-07-02,5186.6613,5081.1172,5186.6613,5074.3621,13042642400,342578961248.3000
2021-07-05,5073.7787,5085.7924,5098.2305,5048.0040,13121158900,335197786629.8000
2021-07-06,5089.7780,5083.1043,5092.2066,5028.5058,14065522000,362828901848.9000
2021-07-07,5052.4204,5140.4899,5152.7711,5045.4056,14854906000,336731403375.7000
2021-07-08,5149.3095,5088.2566,5151.2171,5078.9295,17390100800,397879869879.7000
2021-07-09,5063.1480,5069.4361,5081.4086,5006.4115,16065322600,352845583768.9000
2021-07-12,5108.3783,5132.7088,5159.4115,5070.3188,20621203900,437203145943.3000
2021-07-13,5128.6138,5142.0991,5154.0508,5114.9430,16648220900,361328491653.3000
2021-07-14,5130.7522,5083.0849,5130.7522,5075.1252,18835272000,372568110291.6000
2021-07-15,5073.2634,5151.4626,5153.8056,5067.6767,18107710300,372484081122.6000
2021-07-16,5140.9040,5094.7727,5140.9040,5090.6321,16995598200,362594258079.0000
2021-07-19,5083.7276,5113.4945,5120.8235,5047.6234,15319958900,340322623792.1000
2021-07-20,5080.2158,5108.9941,5114.0033,5067.8619,12930004400,283543130755.2000
2021-07-21,5122.7843,5144.0428,5160.5447,5122.3046,16797646900,390275519305.4000
2021-07-22,5150.3859,5151.7517,5171.2096,5137.8795,18555686400,418221654806.0000
2021-07-23,5145.4308,5089.2282,5145.4308,5079.9973,21653684700,435521169695.0000
2021-07-26,5067.3072,4925.2990,5067.3072,4859.6031,22811171000,495153655116.7000
2021-07-27,4924.2816,4751.3130,4940.8600,4749.0327,23663122500,521146117041.1000
2021-07-28,4714.2948,4760.4826,4785.6567,4663.9009,19263439300,419706155162.8000
2021-07-29,4845.7603,4850.2746,4857.9709,4800.0125,17332205400,415676120877.6000
2021-07-30,4825.7002,4811.1695,4825.7002,4761.0376,18234977600,420943935061.8000
2021-08-02,4794.8192,4933.7360,4938.8154,4761.4593,22719491800,524659449295.5000
2021-08-03,4909.2325,4934.4583,4957.0291,4890.8495,20353336000,471194128401.9000
2021-08-04,4927.7358,4978.8479,4979.2911,4919.6569,17546646100,425801406611.8000
2021-08-05,4946.1668,4948.6703,4997.1397,4921.9382,16738182900,398772206808.2000
2021-08-06,4943.0427,4921.5647,4944.3486,4891.7968,15417968800,371773603785.1000
2021-08-09,4890.2573,4985.5627,5002.8944,4884.0392,18243687100,408897062935.4000
2021-08-10,4977.8164,5043.1480,5043.7608,4941.2399,16705190200,410098755610.3000
2021-08-11,5037.0819,5015.3406,5059.7887,5009.9782,18226607400,373386347207.4000
2021-08-12,4998.0733,4973.3509,5016.2628,4962.9850,16822373300,361828381964.4000
2021-08-13,4958.7577,4945.9829,4993.7432,4921.2812,15831432100,352459069035.5000
2021-08-16,4935.9229,4941.0676,4973.3761,4931.3691,16195337300,340735120174.7000
2021-08-17,4935.0044,4837.4034,4967.5648,4823.3923,18757347200,388457131504.0000
2021-08-18,4838.4706,4894.2384,4909.5409,4818.9013,19747437800,395792165759.8000
2021-08-19,4886.5640,4862.1394,4893.4670,4839.5681,20171171900,397424964846.0000
2021-08-20,4817.4937,4769.2678,4835.1530,4720.8257,17763581000,404938035667.4000
2021-08-23,4777.7347,4835.8782,4843.8193,4764.0089,16757909300,389599126282.0000
2021-08-24,4844.5925,4888.3902,4906.2036,4842.7476,19788316300,417481426158.2000
2021-08-25,4890.5211,4898.1572,4899.7651,4865.7646,18944801600,371868197458.6000
2021-08-26,4892.2044,4801.6094,4892.2044,4798.6954,19761738700,368987718505.9000
2021-08-27,4794.9740,4827.0433,4863.4692,4793.5908,18331021100,368421410281.2000
2021-08-30,4847.0348,4813.2703,4849.1598,4787.1999,21963575700,477182071719.8000
2021-08-31,4803.0854,4805.6099,4821.7564,4740.7524,23511865800,460805653996.0000
2021-09-01,4804.6863,4869.4587,4906.4024,4763.2992,32672108000,568819748405.8000
2021-09-02,4865.8218,4869.4113,4892.7049,4845.6246,26785801300,465954132797.1000
2021-09-03,4875.0656,4843.0624,4886.5477,4828.6991,26809189600,466430119699.6000
2021-09-06,4841.0623,4933.7262,4944.4497,4837.7859,24050724500,452756275291.9000
2021-09-07,4932.9759,4992.8294,5005.9606,4915.6119,24417851900,417759639120.9000
2021-09-08,4986.7953,4972.1324,5013.9764,4955.8876,26461531500,428591077708.1000
2021-09-09,4952.4924,4970.0133,4970.1470,4929.9501,25653021700,401675689275.8000
2021-09-10,4967.9759,5013.5219,5042.7994,4962.3707,28830435200,472762533239.2000
2021-09-13,5006.7748,4991.6598,5029.7237,4964.9599,24991529800,433329627421.1000
2021-09-14,4989.8348,4917.1617,5000.9772,4907.3159,24559040200,417245830782.2000
2021-09-15,4903.8471,4867.3187,4903.8471,4843.1158,18798473000,363256653878.3000
2021-09-16,4866.7936,4807.6978,4879.5306,4806.1442,21675209900,393517267165.6000
2021-09-17,4797.1129,4855.9402,4857.9580,4786.0876,20195812700,360397420086.7000
2021-09-22,4770.7323,4821.7675,4830.8496,4765.2301,19122037600,311952989432.1000
2021-09-23,4848.2223,4853.1957,4877.3359,4837.5571,22815106400,362140919563.0000
2021-09-24,4845.6380,4849.4277,4897.0596,4838.5352,20769329000,361849453197.3000
2021-09-27,4870.8482,4877.3698,4922.5626,4852.1997,21596703000,426083025417.5000
2021-09-28,4869.0845,4883.8280,4901.3114,4846.6306,17689088000,321272191534.0000
2021-09-29,4846.0212,4833.9281,4868.0678,4799.8770,18817136600,331841767748.9000
2021-09-30,4843.9531,4866.3826,4876.0728,4843.9531,14611389600,283254685232.2000
2021-10-08,4915.7305,4929.9409,4937.0918,4891.6249,16896807700,343635835306.4000
2021-10-11,4941.2918,4936.1918,4983.7294,4930.7132,16351162400,315186321382.1000
2021-10-12,4920.6596,4883.8369,4925.4883,4840.7700,16807933700,299424238601.1000
2021-10-13,4880.1440,4940.1089,4953.3749,4869.8307,13114281300,280044666628.4000
2021-10-14,4934.2575,4913.6123,4953.9231,4903.2498,11955701300,249151666554.2000
2021-10-15,4896.5578,4932.1084,4939.8153,4881.0136,14282200100,300728491201.2000
2021-10-18,4922.5137,4874.7753,4922.5137,4844.9383,14124519900,302539444437.0000
2021-10-19,4869.3907,4922.7232,4928.1433,4868.8106,13526649300,282928243806.8000
2021-10-20,4926.7727,4910.1846,4944.0216,4898.3651,14153318300,279747732455.1000
2021-10-21,4914.7378,4928.0156,4946.1764,4893.8525,14889815400,274802962494.9000
2021-10-22,4934.8698,4959.7254,4989.8870,4934.8698,14392622800,289252612199.9000
2021-10-25,4940.8962,4979.5235,4981.6499,4930.1120,14186149000,299408232157.6000
2021-10-26,4983.2383,4963.0984,5002.5746,4953.4787,14088894300,301786229740.4000
2021-10-27,4949.2269,4898.1644,4949.2269,4884.9418,14711159300,299460469414.7000
2021-10-28,4882.5858,4864.1380,4898.6576,4846.2779,15664947200,316631709566.3000
2021-10-29,4861.2667,4908.7701,4908.7701,4855.7593,15988735300,368731987310.2000
2021-11-01,4878.1276,4890.6851,4908.2056,4858.2485,17158397400,379730767559.0000
2021-11-02,4886.1849,4839.8457,4911.2266,4797.8990,18543768800,385731879817.5000
2021-11-03,4835.8093,4821.1119,4858.7133,4804.3657,14276382000,302269934656.2000
2021-11-04,4841.0912,4868.7419,4873.9394,4834.7433,13259297000,308688054573.6000
2021-11-05,4858.8999,4842.3458,4889.6835,4841.7442,14778935900,312070841453.0000
2021-11-08,4841.1527,4848.1795,4866.0822,4827.6892,13739826400,295893824000.4000
2021-11-09,4858.2525,4846.7444,4870.7905,4818.5386,11837552600,261645065376.2000
2021-11-10,4832.8006,4821.1925,4832.8006,4753.9959,13511817900,301058966270.5000
2021-11-11,4814.7655,4898.6529,4898.6529,4809.1109,16048486300,323624626069.0000
2021-11-12,4902.9289,4888.3749,4909.0839,4875.3492,13266296900,271773244503.0000
2021-11-15,4894.4119,4882.3777,4906.3301,4863.3960,12182314900,272997748910.2000
2021-11-16,4880.8964,4883.3206,4915.3717,4876.5004,12725440600,284094590893.0000
2021-11-17,4883.2481,4885.7544,4891.5232,4864.5198,10845922300,246177916948.6000
2021-11-18,4871.4216,4837.6185,4871.4216,4830.4123,11448056500,244484713797.1000
2021-11-19,4832.0595,4890.0575,4892.8093,4829.5665,12719831200,266280681863.6000
2021-11-22,4895.3875,4912.3990,4918.9957,4893.2732,13809283600,316148811480.0000
2021-11-23,4905.7587,4913.3457,4927.5211,4896.8781,15430441100,301022146081.1000
2021-11-24,4914.0266,4916.6579,4935.4885,4899.6112,13715067300,289707337708.6000
2021-11-25,4917.6055,4896.4416,4921.3333,4891.7280,11598403100,255450994352.1000
2021-11-26,4886.9516,4860.1265,4886.9516,4850.8114,12036897400,243041335647.2000
2021-11-29,4820.0053,4851.4230,4858.5322,4818.7058,13362686200,285995221656.8000
2021-11-30,4857.1830,4832.0260,4871.2528,4810.2192,12963059600,279268234018.0000
2021-12-01,4831.8885,4843.8510,4844.5242,4823.9254,12308678900,255968912362.1000
2021-12-02,4839.9137,4856.1630,4866.8505,4830.3228,14808852100,278051726155.7000
2021-12-03,4856.9802,4901.0175,4901.0175,4853.3505,14405962600,300052698342.0000
2021-12-06,4909.4292,4892.6209,4943.9032,4888.6927,17361568300,333405791014.9000
2021-12-07,4930.8261,4922.1015,4934.0973,4895.2178,17905346000,340617766237.8000
2021-12-08,4934.4056,4995.9298,4995.9298,4915.7898,15749055900,329064831238.9000
2021-12-09,5000.6871,5078.6901,5114.5012,4999.4097,22056877600,425680958779.1000
2021-12-10,5046.2677,5055.1172,5060.0554,5035.8087,19369515400,356917625379.5000
2021-12-13,5090.0207,5083.8007,5143.8410,5079.7276,21180159600,426376532477.1000
2021-12-14,5066.3497,5049.6953,5075.2138,5038.8583,15910779000,318685538073.5000
2021-12-15,5036.2840,5005.8991,5060.3680,5003.7776,15052975200,291072568760.8000
2021-12-16,5006.6105,5034.7321,5034.7321,4987.2247,14405386700,291474766866.2000
2021-12-17,5021.3385,4954.7599,5022.1067,4954.7592,14900539900,297943311186.6000
2021-12-20,4934.9662,4880.4178,4971.6727,4872.6846,16967569000,317536919390.0000
2021-12-21,4876.5141,4913.4853,4917.7994,4872.9491,14333989800,259023177322.6000
2021-12-22,4924.5771,4914.4544,4936.6731,4903.1652,13325674000,244642450513.7000
2021-12-23,4924.2912,4948.7389,4948.7389,4906.7473,13955540600,263359754800.7000
2021-12-24,4953.0616,4921.3449,4964.9064,4905.9785,14267332300,290483663506.4000
2021-12-27,4918.1462,4919.3238,4939.6890,4894.1598,12410095200,254421525172.7000
2021-12-28,4923.6917,4955.9644,4959.1448,4913.5983,13045775700,276316732181.2000
2021-12-29,4958.6455,4883.4804,4958.6455,4883.4804,11358700200,273225467112.2000
2021-12-30,4882.1561,4921.5109,4940.1780,4878.6478,12161717800,268022477311.8000
2021-12-31,4937.4630,4940.3733,4950.3639,4923.1392,12131373700,266975388723.2000
2022-01-04,4957.9835,4917.7653,4961.4527,4874.5337,15153477600,336516961627.0000
2022-01-05,4907.9347,4868.1202,4916.2822,4851.9835,17881610000,363944528847.9000
2022-01-06,4842.1560,4818.2318,4857.5596,4786.4330,15766582600,321750076549.2000
2022-01-07,4824.3181,4822.3689,4856.6522,4818.1931,18713941300,332218950735.0000
2022-01-10,4812.2300,4844.0451,4844.3928,4780.8191,15621169600,305033816783.5000
2022-01-11,4840.0087,4797.7735,4850.8790,4791.8854,14692800400,286445756033.7000
2022-01-12,4818.8902,4845.5787,4852.7314,4810.9190,14320020400,293153042845.2000
2022-01-13,4853.0314,4765.9191,4853.0632,4765.2416,14251965300,288799117043.3000
2022-01-14,4743.9124,4726.7317,4764.0522,4723.9428,14686312600,281828448517.4000
2022-01-17,4728.7595,4767.2762,4775.2385,4726.7083,11529569100,263788241676.0000
2022-01-18,4766.7811,4813.3472,4826.3003,4747.9200,15087080200,282749393138.7000
2022-01-19,4815.8106,4780.3784,4828.7522,4755.9301,13392736000,275534557468.5000
2022-01-20,4778.2616,4823.5091,4845.0048,4777.5683,16497131500,304344267970.5000
2022-01-21,4808.7733,4779.3142,4818.3052,4762.5641,13895258500,274699155293.8000
2022-01-24,4753.9413,4786.7377,4801.0976,4746.4479,11446388000,246261594852.9000
2022-01-25,4761.9500,4678.4511,4781.3908,4678.2472,13366758600,250555769168.0000
2022-01-26,4697.0991,4712.3109,4718.9946,4648.1283,10707084200,226553448356.8000
2022-01-27,4708.0989,4619.8765,4708.4364,4616.0273,12126380400,250535654824.4000
2022-01-28,4641.8137,4563.7720,4660.5190,4559.8331,12648011200,263967891828.3000
2022-02-07,4638.5754,4634.0899,4672.6535,4615.0052,14484972000,266031793985.3000
2022-02-08,4626.4365,4608.7729,4626.4365,4522.4709,15583070800,281364873762.5000
2022-02-09,4608.1491,4652.0609,4659.4611,4595.2826,14833554700,273771960506.0000
2022-02-10,4657.2107,4639.8625,4657.2107,4608.0905,15157666600,287224388085.6000
2022-02-11,4617.8741,4601.3953,4662.5963,4595.8751,15597458400,307938016714.5000
2022-02-14,4579.4202,4551.6878,4593.6324,4530.0566,14367389400,275737553466.7000
2022-02-15,4553.8112,4600.1025,4601.4530,4550.5430,11502560000,249977008675.0000
2022-02-16,4619.8458,4617.9893,4643.1003,4607.2178,10725895500,210190931035.5000
2022-02-17,4616.8955,4629.1649,4650.1591,4606.9522,11001464300,227946249306.5000
2022-02-18,4604.5669,4651.2358,4651.3415,4598.1003,10455022800,195825700477.9000
2022-02-21,4646.0522,4634.3141,4646.6724,4613.2971,11251651200,215039182297.2000
2022-02-22,4601.9184,4574.1527,4602.0660,4550.8040,12331723700,246872960668.1000
2022-02-23,4582.0064,4623.0465,4625.2979,4579.2945,12295291600,259050146194.4000
2022-02-24,4592.0690,4529.3189,4610.8792,4488.4763,18440305800,342346666856.5000
2022-02-25,4564.6321,4573.4247,4611.8602,4561.8964,14972258300,271727599672.0000
2022-02-28,4563.7427,4581.6459,4581.6459,4530.6764,13540697800,248363727482.7000
2022-03-01,4597.8550,4619.6862,4623.4312,4583.9170,12313922000,260431185063.7000
2022-03-02,4594.0170,4578.6007,4594.0170,4558.4416,11329832500,215299655365.1000
2022-03-03,4595.0249,4551.6283,4599.3973,4544.4313,13828587700,242701771996.2000
2022-03-04,4513.3636,4496.4301,4539.3925,4481.4927,12726680600,249970282271.0000
2022-03-07,4462.5174,4352.7775,4462.5174,4338.3042,16219770600,306898527658.4000
2022-03-08,4361.6424,4265.3910,4383.6467,4252.5386,16786327700,315176698370.9000
2022-03-09,4280.9789,4226.3463,4304.4820,4068.1930,19423290000,341009391865.7000
2022-03-10,4326.2035,4292.8374,4335.6731,4288.5078,14526638300,301636182195.2000
2022-03-11,4231.1961,4306.5217,4316.0440,4176.4522,15239992100,295008832432.0000
2022-03-14,4248.1526,4174.7577,4280.3609,4174.7577,13018723600,260691659460.8000
2022-03-15,4125.4866,3983.8120,4163.4176,3983.8120,20252469900,346988947367.8000
2022-03-16,4053.0990,4156.0810,4168.5853,3942.8610,19602198200,378883588290.3000
2022-03-17,4237.6722,4237.6956,4302.7426,4217.8038,17940734400,385039197285.7000
2022-03-18,4218.4736,4265.9017,4283.3679,4194.9402,14945830500,275791291072.6000
2022-03-21,4280.1397,4258.7459,4287.8166,4223.0240,12703636000,251214543321.0000
2022-03-22,4252.5658,4255.2950,4283.3344,4236.6888,12638247000,226213533984.5000
2022-03-23,4269.6088,4276.5174,4287.5771,4241.9570,11708907800,226390778403.3000
2022-03-24,4249.5328,4251.3061,4273.9568,4216.8506,10891827200,219594430540.4000
2022-03-25,4249.0731,4174.5742,4254.8449,4173.9300,10880804600,217013187264.8000
2022-03-28,4128.8379,4148.4663,4174.1206,4091.2978,11844902100,213468973997.5000
2022-03-29,4155.4182,4134.1441,4177.2134,4124.7179,10026697200,199463853668.2000
2022-03-30,4162.1666,4254.0989,4254.0989,4160.7351,13834602400,268869181171.3000
2022-03-31,4234.7159,4222.5968,4247.3602,4214.5352,13402918500,238877216805.6000
2022-04-01,4198.8191,4276.1580,4290.6710,4190.0835,13380305300,244758870755.2000
2022-04-06,4258.8325,4263.8411,4277.5238,4236.7283,15906219500,253690929897.9000
2022-04-07,4240.0237,4209.0998,4278.1127,4205.7430,13488035300,216996185503.7000
2022-04-08,4213.2107,4230.7669,4237.8126,4175.5287,14284379300,229081764759.3000
2022-04-11,4203.7902,4100.0703,4203.7902,4089.0934,14819707100,265224932471.5000
2022-04-12,4102.9711,4179.9727,4179.9727,4075.7960,14428568400,252830412756.4000
2022-04-13,4154.4121,4139.7370,4194.0374,4139.7370,12509748900,221281029559.7000
2022-04-14,4172.6443,4191.5684,4217.0612,4155.5509,12479131600,245993822040.5000
2022-04-15,4162.3718,4188.7472,4211.3174,4152.9740,12476226300,226229740275.2000
2022-04-18,4152.9306,4166.3844,4171.7427,4119.9941,11750461000,212855328186.8000
2022-04-19,4161.9328,4134.9017,4186.9389,4115.4184,11021747100,208570579128.8000
2022-04-20,4130.5427,4070.7889,4136.1661,4060.5044,11733165800,216536635695.2000
2022-04-21,4048.7338,3995.8300,4086.4393,3978.3669,13278382800,227026679682.4000
2022-04-22,3967.2016,4013.2498,4037.0840,3953.7217,12210181100,206371766715.6000
2022-04-25,3933.4459,3814.9127,3958.2102,3814.9127,16836450200,272889272275.2000
2022-04-26,3822.4887,3784.1198,3871.8498,3773.8986,15757761100,259626354225.4000
2022-04-27,3758.0835,3895.5361,3895.7310,3757.0859,17273404600,296924102939.0000
2022-04-28,3883.4196,3921.1073,3943.4349,3873.5781,15305658600,268502242452.9000
2022-04-29,3939.6238,4016.2410,4017.4281,3898.5701,17945837700,321414877428.2000
2022-05-05,3995.3533,4010.2102,4039.7000,3988.9312,15417071600,290538230662.9000
2022-05-06,3928.8548,3908.8150,3947.2378,3902.0510,12300555100,214825174047.3000
2022-05-09,3883.9514,3877.4364,3914.1116,3854.9353,9293669400,171756502863.8000
2022-05-10,3820.6278,3919.8684,3932.6823,3808.5699,13641691800,239060211932.9000
2022-05-11,3917.9322,3976.4231,4033.3026,3916.5249,16563225600,309294912796.8000
2022-05-12,3949.9490,3958.7400,3985.9268,3935.5886,11337606600,202029156415.1000
2022-05-13,3983.8201,3988.6002,4003.8539,3957.1392,10996835700,195727044922.1000
2022-05-16,4014.9955,3956.5378,4018.0283,3947.7461,11242529400,199717909541.0000
2022-05-17,3961.7605,4005.8934,4005.8934,3955.1018,10966145400,210117539690.9000
2022-05-18,4015.0134,3991.9069,4017.3410,3964.7503,10807423300,201800666052.1000
2022-05-19,3938.2964,3999.5984,3999.5984,3933.7452,11629342000,210206681641.5000
2022-05-20,4020.8162,4077.5998,4077.6016,4020.8162,14706917300,265609089942.6000
2022-05-23,4080.9694,4053.9823,4080.9694,4029.0846,13047781000,225981540919.1000
2022-05-24,4052.8675,3959.1541,4055.7830,3959.1541,14555433600,247713039712.6000
2022-05-25,3959.7672,3983.1784,3983.6236,3946.8083,10773401500,188700537391.3000
2022-05-26,3987.6815,3993.0446,4015.7468,3938.2389,12626368900,216987025401.0000
2022-05-27,4022.7095,4001.2988,4051.1428,3983.3838,11276933700,206944426227.2000
2022-05-30,4020.8584,4029.0179,4040.8190,4003.3768,11115224100,211144721615.5000
2022-05-31,4031.7621,4091.5176,4096.1971,4020.3781,13541551300,267770088726.0000
2022-06-01,4086.6177,4083.1772,4094.9008,4058.8468,11485087900,225416237873.3000
2022-06-02,4063.9996,4089.5682,4091.1520,4057.9135,11389363800,222657537906.0000
2022-06-06,4090.5286,4166.0850,4166.6151,4063.9057,16787101100,324075626903.1000
2022-06-07,4165.6899,4179.1285,4198.0863,4155.1683,14299288100,285733722332.6000
2022-06-08,4187.1483,4219.8122,4224.8096,4158.0329,15737405700,319480252836.5000
2022-06-09,4211.7225,4175.6747,4227.4484,4160.8814,16844915400,285172804211.6000
2022-06-10,4145.6505,4238.9936,4241.3541,4140.2203,18479621400,324091440663.3000
2022-06-13,4194.4574,4189.3527,4218.2327,4156.7146,16847562200,336585670508.0000
2022-06-14,4143.2232,4222.3114,4224.0857,4102.9290,17138590400,335418557931.6000
2022-06-15,4228.2926,4278.2178,4348.4226,4228.2926,25704659000,459766820664.8000
2022-06-16,4282.0827,4250.0614,4302.9212,4241.0750,18407441600,337235911542.4000
2022-06-17,4219.2339,4309.0444,4318.7655,4218.6817,15864909800,346675726828.8000
2022-06-20,4322.8324,4330.4328,4368.3555,4297.8912,16566638200,359569296859.8000
2022-06-21,4327.9159,4325.5657,4357.3396,4287.1406,16466761500,317163317740.3000
2022-06-22,4331.9020,4270.6227,4333.1827,4269.2456,15856585400,298656263311.3000
2022-06-23,4277.9555,4343.8781,4343.8781,4260.9002,17088236000,327144780543.7000
2022-06-24,4354.5530,4394.7723,4400.6852,4346.1221,16897219900,356054750521.5000
2022-06-27,4414.3321,4444.2639,4472.6948,4414.3321,17738567600,381432966327.9000
2022-06-28,4442.5811,4490.5166,4497.8949,4407.3519,17475648900,361685970663.6000
2022-06-29,4472.7346,4421.3570,4503.1307,4413.9961,18727668800,395926107698.5000
2022-06-30,4418.0656,4485.0108,4514.9968,4418.0656,15666628900,354343886760.3000
2022-07-01,4489.5204,4466.7179,4500.9853,4449.2914,14477959900,318492130199.6000
2022-07-04,4447.2159,4496.0303,4496.0338,4427.8232,14634565100,356968521261.0000
2022-07-05,4505.4572,4489.5383,4530.3245,4439.4511,15496241500,361891850839.3000
2022-07-06,4475.4815,4423.9698,4484.3615,4393.4165,14980023500,344672707728.0000
2022-07-07,4425.2814,4443.4736,4457.3431,4391.1938,13266090600,328133133656.5000
2022-07-08,4468.0627,4428.7810,4479.4937,4426.8856,12319573900,304031107302.5000
2022-07-11,4406.1476,4354.6167,4406.1476,4330.5819,13444857800,299195233430.3000
2022-07-12,4352.6456,4313.6184,4370.3411,4296.6215,13018783800,291072311850.2000
2022-07-13,4313.3589,4321.4617,4341.4663,4284.9419,13111317900,286075545406.5000
2022-07-14,4308.8229,4322.0742,4352.0978,4292.7595,14525092600,301569861036.8000
2022-07-15,4299.4714,4248.5273,4344.8572,4248.5273,15021445300,316793192669.9000
2022-07-18,4262.1539,4292.5858,4300.7777,4217.5064,12260119200,281055128639.5000
2022-07-19,4288.4441,4269.3401,4288.4441,4238.8238,10380573000,231117731807.1000
2022-07-20,4291.2808,4283.8027,4303.3668,4269.9717,9449014400,212301881407.6000
2022-07-21,4270.3624,4236.0578,4283.1471,4236.0499,11715634400,239228146811.6000
2022-07-22,4251.7867,4238.2341,4275.4696,4207.3135,10384062400,224295333457.3000
2022-07-25,4233.9277,4212.6441,4234.8448,4201.9190,8363666400,188136426672.8000
2022-07-26,4220.0911,4245.9758,4259.9854,4214.5343,8582327400,197601406373.7000
2022-07-27,4236.1540,4225.0357,4242.0951,4217.2809,7890494000,194245303807.0000
2022-07-28,4242.2743,4225.6733,4267.9181,4223.0290,10753193000,243871486472.0000
2022-07-29,4226.4245,4170.1019,4243.5143,4160.8735,11417928600,253198574647.5000
2022-08-01,4160.6478,4188.6784,4196.5743,4129.4528,10774902900,251125308597.5000
2022-08-02,4144.3765,4107.0240,4144.3765,4071.4310,14222442500,281013555279.9000
2022-08-03,4114.8251,4066.9754,4150.9804,4058.1792,11666612400,268695834765.4000
2022-08-04,4089.4419,4101.5367,4108.1591,4064.6594,8953264400,216898674902.2000
2022-08-05,4109.6287,4156.9111,4159.4850,4097.8625,10257100400,247325902015.1000
2022-08-08,4142.1111,4148.0746,4155.7301,4135.0809,9020813800,224080812054.7000
2022-08-09,4143.6660,4156.2907,4161.8086,4131.4252,8413695900,214223692260.1000
2022-08-10,4149.2071,4109.7373,4160.7871,4092.5455,8556583900,217447368470.0000
2022-08-11,4130.7410,4193.5428,4193.8115,4116.0558,12138505100,269630998406.8000
2022-08-12,4185.4203,4191.1520,4202.4663,4175.0501,10680829500,219208055254.9000
